State,DAY_1,DAY_2,DAY_3,DAY_4,DAY_5,DAY_6,DAY_7,DAY_8,DAY_9,DAY_10,DAY_11,DAY_12,DAY_13,DAY_14,DAY_15,DAY_16,DAY_17,DAY_18,DAY_19,DAY_20,DAY_21,DAY_22,DAY_23,DAY_24,DAY_25,DAY_26,DAY_27,DAY_28,DAY_29,DAY_30,DAY_31,DAY_32,DAY_33,DAY_34,DAY_35,DAY_36,DAY_37,DAY_38,DAY_39,DAY_40,DAY_41,DAY_42,DAY_43,DAY_44,DAY_45,DAY_46,DAY_47,DAY_48,DAY_49,DAY_50,DAY_51,DAY_52,DAY_53,DAY_54,DAY_55,DAY_56,DAY_57,DAY_58,DAY_59,DAY_60,DAY_61,DAY_62,DAY_63,DAY_64,DAY_65,DAY_66,DAY_67,DAY_68,DAY_69,DAY_70,DAY_71,DAY_72,DAY_73,DAY_74,DAY_75,DAY_76,DAY_77,DAY_78,DAY_79,DAY_80,DAY_81,DAY_82,DAY_83,DAY_84,DAY_85
AK,0.07571131061085408,0.11356696591628113,0.11356696591628113,0.11356696591628113,0.15142262122170816,0.22713393183256225,0.3407008977488434,0.6814017954976868,0.946391382635676,1.5520818675225088,2.1199166971039145,3.0284524244341635,4.0126994623752665,4.996946500316369,6.4354614019225975,8.06325458005596,9.804614724105603,11.50811921284982,13.665891565259162,16.088653504806494,18.58712675496468,21.350589592260853,24.114052429557027,27.369638785823753,30.73879210800676,34.41079067263318,38.4992014456193,42.17120001024573,51.78653645782419,52.27865997679474,57.69201868547081,63.06752173884145,67.08022120121672,70.79007542114857,75.93844454268664,80.29184490281075,84.75881222885114,88.8850786571427,92.55707722176912,98.23542551758317,100.9231770442685,102.8916711201507,103.98948512400808,105.65513395744688,107.43434975680195,108.75929769249188,110.34923521531982,111.52276052978806,112.9612754313943,114.13480074586253,115.27047040502535,116.3304287535773,117.35253144682383,118.22321151884866,118.86675765904091,119.6995820757603,120.11599428412,120.380983871258,120.91096304553398,121.28951959858824,121.81949877286422,122.31162229183477,122.72803450019447,123.0308797426379,123.14444670855417,123.44729195099758,123.67442588283015,124.015126780579,124.28011636771699,124.43153898893868,124.65867292077125,124.84795119729839,124.96151816321466,125.1507964397418,125.34007471626893,125.45364168218522,125.71863126932321,125.94576520115577,126.09718782237748,126.24861044359919,126.36217740951547,126.43788872012632,126.43788872012632,126.51360003073718,126.58931134134802
AL,0.518679323804889,0.7780189857073335,0.7780189857073335,0.7780189857073335,1.037358647609778,1.556037971414667,2.3340569571220007,4.668113914244001,6.483491547561113,10.632926138000226,14.523021066536893,20.747172952195562,27.49000416165912,34.232835371122675,44.087742523415564,55.23934798522068,67.16897243273313,78.83925721834314,93.62161794678246,110.21935630853892,127.33577399410025,146.2675693129787,165.19936463185715,187.5025755554674,210.58380546478494,235.73975266932206,263.7484361547861,288.90438335932316,354.77665748254407,358.14807308727586,395.2336447393254,432.05987672947253,459.5498808911317,484.96516775757124,520.2353617763036,550.0594228950848,580.6615029995733,608.9295261469397,634.0854733514768,672.9864226368435,691.399538631917,704.8852010508442,712.4060512460151,723.8169963697227,736.0059604791376,745.0828486457231,755.9751144456258,764.0146439646015,773.8695511168944,781.9090806358702,789.6892704929436,796.950781026212,803.952951897578,809.9177641213342,814.3265383736758,820.0320109355296,822.8847472164564,824.7001248497736,828.3308801164078,830.9242767354323,834.5550320020665,837.9264476067982,840.7791838877251,842.8539011829447,843.631920168652,845.7066374638715,847.2626754352863,849.5967323924082,851.4121100257254,852.4494686733351,854.0055066447497,855.302204954262,856.0802239399693,857.3769222494816,858.6736205589938,859.4516395447012,861.2670171780182,862.8230551494329,863.8604137970427,864.8977724446524,865.6757914303598,866.1944707541646,866.1944707541646,866.7131500779695,867.2318294017745
AR,0.31089341016734834,0.46634011525102254,0.46634011525102254,0.46634011525102254,0.6217868203346967,0.9326802305020451,1.3990203457530677,2.7980406915061353,3.8861676270918544,6.3733149084306415,8.705015484685754,12.435736406693934,16.47735073886946,20.518965071044992,26.42593986422461,33.1101481828226,40.26069661667161,47.25579834543695,56.11626053520638,66.06484966056152,76.32433219608401,87.67194166719223,99.01955113830044,112.38796777549643,126.22272452794343,141.30105492105983,158.08929907009664,173.16762946321302,212.65109255446626,214.67189972055402,236.90077854751945,258.9742106694012,275.45156140827066,290.6853385064707,311.8260903978504,329.7024614824729,348.0451726823465,364.98886353646697,380.06719392958337,403.3841996921345,414.42091575307535,422.5041444174264,427.01209886485293,433.85175388853463,441.15774902746733,446.5983837053959,453.1271453189102,457.94599317650415,463.85296796968373,468.6718158272776,473.33521697978784,477.6877247221307,481.88478575938996,485.4600599763144,488.1026539627369,491.5224814745777,493.2323952304981,494.3205221660839,496.4967760372553,498.05124308809206,500.2274969592635,502.24830412535124,503.95821788127165,505.20179152194106,505.66813163719206,506.9117052778615,507.84438550836353,509.2434058541166,510.3315327897023,510.953319610037,511.88599984053906,512.6632333659575,513.1295734812085,513.9068070066269,514.6840405320452,515.1503806472962,516.2385075828819,517.171187813384,517.7929746337187,518.4147614540534,518.8811015693044,519.1919949794717,519.1919949794717,519.5028883896391,519.8137817998064
AZ,0.7382822931507808,1.107423439726171,1.107423439726171,1.107423439726171,1.4765645863015615,2.214846879452342,3.3222703191785135,6.644540638357027,9.22852866438476,15.134787009591005,20.67190420822186,29.531291726031228,39.128961536991376,48.726631347951525,62.753994917816364,78.62706422055815,95.6075569630261,112.21890855891867,133.25995391371592,156.8849872945409,181.24830296851667,208.19560666852016,235.14291036852367,266.8890489740072,299.74261101921695,335.54930223702985,375.416546067172,411.22323728498486,504.985088515134,509.7839234206141,562.5711073808949,614.9891501946004,654.1181117315917,690.29394409598,740.497140030233,782.9483718864029,826.507027182299,866.7434121590165,902.5501033768294,957.921275363138,984.1302967699908,1003.325636391911,1014.0307296425973,1030.2729400919145,1047.622573980958,1060.5425141110966,1076.0464422672628,1087.4898178111,1101.5171813809648,1112.960556924802,1124.0347913220637,1134.3707434261746,1144.33755438371,1152.827800754944,1159.1032002467257,1167.2243054713842,1171.2848580837135,1173.8688461097413,1179.0368221617969,1182.7282336275507,1187.8962096796063,1192.6950445850862,1196.7555971974155,1199.7087263700187,1200.816149809745,1203.769278982348,1205.9841258618003,1209.306396180979,1211.8903842070065,1213.3669487933082,1215.5817956727606,1217.4275014056375,1218.5349248453635,1220.3806305782405,1222.2263363111174,1223.3337597508437,1225.9177477768715,1228.1325946563238,1229.6091592426253,1231.0857238289268,1232.193147268653,1232.9314295618037,1232.9314295618037,1233.6697118549546,1234.4079941481054
CA,4.0817117779659355,6.122567666948902,6.122567666948902,6.122567666948902,8.163423555931871,12.245135333897805,18.36770300084671,36.73540600169342,51.02139722457419,83.67509144830167,114.28792978304618,163.26847111863742,216.33072423219457,269.3929773457517,346.9455011271045,434.7023043533721,528.5816752465886,620.4201902508222,736.7489759228513,867.3637528177612,1002.060241490637,1151.0427213863936,1300.0252012821504,1475.5388077346856,1657.1749818541698,1855.1380030855175,2075.550439095678,2273.5134603270258,2791.8908561287,2818.4219826854783,3110.2643748100427,3400.065911045624,3616.3966352778184,3816.4005123981497,4093.956913299833,4328.655340532874,4569.476335432864,4791.929627332008,4989.892648563356,5296.021031910801,5440.921800028592,5547.0463062557055,5606.2311270362125,5696.028786151463,5791.949012933662,5863.378969048066,5949.09491638535,6012.361448943822,6089.913972725175,6153.180505283647,6214.406181953136,6271.550146844659,6326.6532558472,6373.592941293808,6408.287491406519,6453.186320964143,6475.635735742956,6489.921726965837,6518.4937094115985,6538.902268301428,6567.47425074719,6594.005377303968,6616.454792082781,6632.781639194644,6638.904206861594,6655.231053973457,6667.4761893073555,6685.843892308202,6700.129883531083,6708.293307087015,6720.538442420912,6730.742721865827,6736.865289532776,6747.069568977691,6757.273848422606,6763.396416089555,6777.682407312435,6789.927542646334,6798.090966202265,6806.254389758197,6812.3769574251455,6816.458669203112,6816.458669203112,6820.540380981078,6824.622092759044
CO,0.5960469299899191,0.8940703949848787,0.8940703949848787,0.8940703949848787,1.1920938599798383,1.7881407899697574,2.682211184954636,5.364422369909272,7.450586624873989,12.218962064793342,16.689314039717736,23.841877199596766,31.590487289465713,39.33909737933466,50.663989049143126,63.47899804392639,77.18807743369453,90.59913335846771,107.58647086318041,126.65997262285782,146.32952131252515,168.0852342571572,189.84094720178925,215.47096519135576,241.99505357590718,270.90332968041827,303.0898638998739,331.998140004385,407.6961001131047,411.5704051580392,454.1877606523184,496.50709268160267,528.0975799710684,557.3038795405744,597.835070779889,632.1077692543092,667.2745381237145,699.7590958081651,728.6673719126761,773.37089166192,794.5305576765622,810.0277778563001,818.6704583411539,831.7834908009322,845.7905936556953,856.2214149305189,868.7384004603072,877.9771278751509,889.3020195449594,898.5407469598031,907.4814509096519,915.8261079295107,923.8727414843747,930.7272811792587,935.793680084173,942.3501963140621,945.6284544290068,947.7146186839715,951.8869471939009,954.8671818438505,959.0395103537799,962.9138153987144,966.1920735136589,968.5762612336187,969.4703316286035,971.8545193485631,973.642660138533,976.3248713234875,978.4110355784522,979.6031294384321,981.3912702284019,982.8813875533767,983.7754579483616,985.2655752733364,986.7556925983112,987.649762993296,989.7359272482607,991.5240680382306,992.7161618982103,993.9082557581902,994.802326153175,995.398373083165,995.398373083165,995.9944200131549,996.5904669431449
CT,0.37225810819787214,0.5583871622968083,0.5583871622968083,0.5583871622968083,0.7445162163957443,1.1167743245936166,1.6751614868904248,3.3503229737808495,4.653226352473402,7.631291218056379,10.42322702954042,14.890324327914886,19.729679734487224,24.56903514105956,31.641939196819134,39.64548852307338,48.207425011624444,56.58323244607657,67.19258852971592,79.10484799204784,91.38936556257761,104.97678651179994,118.56420746102228,134.5713061135308,151.1367919283361,169.1913101759329,189.293248018618,207.3477662662148,254.62454600734455,257.0442237106307,283.6606784467786,310.09100412882754,329.82068386331474,348.0613311650105,373.3748825224658,394.7797237438434,416.74295212751787,437.03101902430194,455.0855372718987,483.0048953867391,496.2200582277636,505.8987690409083,511.29651160977744,519.4861899901306,528.2342555327806,534.7487724262434,542.5661926983987,548.3361933754657,555.4090974312253,561.1790981082922,566.7629697312603,571.9745832460305,577.0000677067019,581.2810359509774,584.4452298706593,588.5400690608359,590.5874886559242,591.8903920346168,594.4961987920018,596.3574893329912,598.9632960903763,601.3829737936625,603.4303933887508,604.9194258215423,605.477812983839,606.9668454166306,608.0836197412242,609.7587812281146,611.0616846068071,611.8062008232029,612.9229751477965,613.8536204182911,614.412007580588,615.3426528510827,616.2732981215773,616.8316852838742,618.1345886625667,619.2513629871603,619.9958792035561,620.7403954199518,621.2987825822487,621.6710406904465,621.6710406904465,622.0432987986444,622.4155569068422
DE,0.10219686431466132,0.153295296471992,0.153295296471992,0.153295296471992,0.20439372862932265,0.306590592943984,0.45988588941597597,0.9197717788319519,1.2774608039332667,2.095035718450557,2.861512200810517,4.087874572586453,5.41643380867705,6.744993044767647,8.686733466746213,10.88396604951143,13.234493928748641,15.533923375828522,18.44653400879637,21.716833666865533,25.089330189249356,28.819515736734495,32.54970128421963,36.94416644975007,41.4919269117525,46.44847483101357,51.96710550400528,56.92365342326636,69.90265519122835,70.56693480927365,77.87401060777194,85.12998797411288,90.54642178278993,95.55406813420834,102.5034549076053,108.37977460569833,114.40938960026335,119.97911870541239,124.93566662467347,132.60043144827307,136.22842013144356,138.88553860362475,140.36739313618733,142.61572415110987,145.01735046250442,146.805795588011,148.95192973861887,150.53598113549614,152.4777215574747,154.06177295435194,155.59472591907186,157.02548201947712,158.40513968772504,159.58040362734366,160.44907697401828,161.57324248147955,162.1353252352102,162.4930142603115,163.20839231051414,163.71937663208743,164.43475468229008,165.09903430033538,165.661117054066,166.06990451132467,166.22319980779665,166.6319872650553,166.93857785799926,167.39846374741526,167.75615277251657,167.9605465011459,168.26713709408986,168.52262925487653,168.67592455134852,168.93141671213516,169.18690887292183,169.34020416939381,169.69789319449512,170.0044837874391,170.20887751606844,170.41327124469777,170.56656654116975,170.6687634054844,170.6687634054844,170.77096026979908,170.87315713411374
FL,2.223485652198704,3.335228478298056,3.335228478298056,3.335228478298056,4.446971304397408,6.670456956596112,10.005685434894168,20.011370869788337,27.7935706524838,45.581455870073434,62.257598261563714,88.93942608794816,117.84473956653132,146.75005304511447,188.99628043688983,236.80122195916198,287.9413919597322,337.969819134203,401.33916022186605,472.4907010922246,545.8657276147818,627.0229539200345,708.1801802252872,803.7900632698315,902.7351747926738,1010.574228924311,1130.642454143041,1238.4815082746782,1520.8641861039134,1535.3168428432052,1694.2960669754125,1852.1635482815204,1970.0082878480519,2078.9590848057883,2230.1561091553003,2358.0065341567256,2489.192187636449,2610.3721556812784,2718.2112098129155,2884.9726337278184,2963.9063743808724,3021.7170013380387,3053.95754329492,3102.8742276432913,3155.126140469961,3194.0371393834384,3240.730338079611,3275.194365688691,3317.4405930804664,3351.9046206895464,3385.256905472527,3416.3857046033086,3446.4027609079913,3471.972845908276,3490.8724739519653,3515.330816126151,3527.559987213244,3535.3421869959393,3550.90658656133,3562.024014822324,3577.5884143877147,3592.0410711270065,3604.270242214099,3613.164184822894,3616.499413301192,3625.393355909987,3632.063812866583,3642.0694983014773,3649.8516980841728,3654.29866938857,3660.969126345166,3666.5278404756627,3669.863068953961,3675.4217830844577,3680.9804972149545,3684.3157256932527,3692.097925475948,3698.768382432544,3703.2153537369413,3707.662325041339,3710.9975535196368,3713.221039171836,3713.221039171836,3715.4445248240345,3717.668010476233
GA,1.1058393051222237,1.6587589576833357,1.6587589576833357,1.6587589576833357,2.2116786102444475,3.3175179153666714,4.976276873050007,9.952553746100014,13.822991314027798,22.669705755005587,30.963500543422263,44.23357220488895,58.60948317147786,72.98539413806677,93.99634093538901,117.77188599551683,143.20619001332798,168.087574378578,199.6039945745614,234.99085233847254,271.4835494075059,311.8466840444671,352.20981868142826,399.7609088016839,448.97075787962285,502.6039641780507,562.3192866546508,615.9524929530786,756.394084703601,763.5820401868955,842.6495505031345,921.1641411668124,979.7736243382902,1033.959750289279,1109.1568230375904,1172.7425830821182,1237.9871020843295,1298.2553442134906,1351.8885505119185,1434.8264983960853,1474.0837937279243,1502.835615661102,1518.8702855853744,1543.1987502980633,1569.1859739684355,1588.5381618080744,1611.7607872156411,1628.9012964450355,1649.9122432423578,1667.0527524717522,1683.6403420485856,1699.1220923202968,1714.0509229394468,1726.7680749483525,1736.1677090418914,1748.3319413982358,1754.414057576408,1758.2844951443358,1766.0253702801913,1771.5545668058026,1779.295441941658,1786.4833974249525,1792.5655136031246,1796.9888708236135,1798.647629781297,1803.0709870017859,1806.3885049171524,1811.3647817902024,1815.2352193581303,1817.4468979683747,1820.7644158837413,1823.529014146547,1825.1877731042302,1827.9523713670358,1830.7169696298415,1832.3757285875247,1836.2461661554526,1839.5636840708191,1841.7753626810636,1843.987041291308,1845.6458002489915,1846.7516395541136,1846.7516395541136,1847.857478859236,1848.963318164358
HI,0.15023428799094649,0.22535143198641971,0.22535143198641971,0.22535143198641971,0.30046857598189297,0.45070286397283943,0.6760542959592591,1.3521085919185183,1.8779285998868311,3.079802903814403,4.206560063746502,6.00937151963786,7.962417263520163,9.915463007402469,12.76991447923045,15.9999516710358,19.455340294827568,22.835611774623867,27.117288982365842,31.924786198076127,36.88251770177736,42.366069213446906,47.84962072511646,54.309695108727155,60.995120924324276,68.28148389188517,76.3941354433963,83.6804984109572,102.7602529858074,103.73677585774855,114.47852744910122,125.14516189645842,133.1075791599786,140.46905927153497,150.68499085491933,159.32346241439876,168.1872854058646,176.37505410137118,183.66141706893208,194.92898866825306,200.26230589193167,204.16839737969627,206.346794555565,209.65194889136583,213.18245465915305,215.81155469899463,218.9664747468045,221.2951062106642,224.14955768249214,226.47818914635184,228.73170346621603,230.8349834980893,232.86314638596704,234.59084069786294,235.867832145786,237.5204093136864,238.3466978976366,238.87251790560492,239.92415792154154,240.67532936149627,241.7269693774329,242.70349224937405,243.52978083332425,244.13071798528804,244.35606941727445,244.95700656923825,245.4077094332111,246.08376372917036,246.60958373713865,246.91005231312056,247.36075517709338,247.73634089707076,247.96169232905717,248.33727804903455,248.7128637690119,248.93821520099831,249.46403520896664,249.91473807293949,250.21520664892137,250.51567522490328,250.7410266568897,250.89126094488063,250.89126094488063,251.04149523287157,251.19172952086254
IA,0.18985933235107252,0.28478899852660877,0.28478899852660877,0.28478899852660877,0.37971866470214505,0.5695779970532175,0.8543669955798263,1.7087339911596526,2.3732416543884063,3.8921163131969867,5.31606130583003,7.5943732940429,10.062544614606843,12.530715935170786,16.138043249841164,20.220018895389224,24.58678353946389,28.858618517363023,34.26960948936859,40.34510812460291,46.610466092188304,53.54033172300245,60.470197353816594,68.63414864491271,77.08288893453545,86.29106655356246,96.54347050052037,105.7516481195474,129.8637833281336,131.09786898841557,144.67281125151726,158.1528238484434,168.21536846305025,177.5184757482528,190.42891034812573,201.3458219583124,212.54752256702568,222.89485618015914,232.10303379918614,246.3424837255166,253.08249002397966,258.01883266510754,260.7717929841981,264.9486982959217,269.4103926061719,272.7329309223157,276.7199769016882,279.6627965531298,283.2701238678002,286.21294351924183,289.0608335045079,291.7188641574229,294.28196514416237,296.4653474661997,298.07915179118385,300.1676044470456,301.21183077497653,301.8763384382053,303.2053537646628,304.1546504264182,305.48366575287565,306.71775141315766,307.7619777410886,308.5214150704928,308.80620406901943,309.56564139842374,310.13521939547695,310.9895863910568,311.6540940542855,312.0338127189877,312.6033907160409,313.0780390469186,313.3628280454452,313.83747637632285,314.31212470720055,314.59691370572716,315.2614213689559,315.8309993660091,316.2107180307113,316.5904366954134,316.87522569394,317.0650850262911,317.0650850262911,317.25494435864215,317.44480369099324
ID,0.18985933235107252,0.28478899852660877,0.28478899852660877,0.28478899852660877,0.37971866470214505,0.5695779970532175,0.8543669955798263,1.7087339911596526,2.3732416543884063,3.8921163131969867,5.31606130583003,7.5943732940429,10.062544614606843,12.530715935170786,16.138043249841164,20.220018895389224,24.58678353946389,28.858618517363023,34.26960948936859,40.34510812460291,46.610466092188304,53.54033172300245,60.470197353816594,68.63414864491271,77.08288893453545,86.29106655356246,96.54347050052037,105.7516481195474,129.8637833281336,131.09786898841557,144.67281125151726,158.1528238484434,168.21536846305025,177.5184757482528,190.42891034812573,201.3458219583124,212.54752256702568,222.89485618015914,232.10303379918614,246.3424837255166,253.08249002397966,258.01883266510754,260.7717929841981,264.9486982959217,269.4103926061719,272.7329309223157,276.7199769016882,279.6627965531298,283.2701238678002,286.21294351924183,289.0608335045079,291.7188641574229,294.28196514416237,296.4653474661997,298.07915179118385,300.1676044470456,301.21183077497653,301.8763384382053,303.2053537646628,304.1546504264182,305.48366575287565,306.71775141315766,307.7619777410886,308.5214150704928,308.80620406901943,309.56564139842374,310.13521939547695,310.9895863910568,311.6540940542855,312.0338127189877,312.6033907160409,313.0780390469186,313.3628280454452,313.83747637632285,314.31212470720055,314.59691370572716,315.2614213689559,315.8309993660091,316.2107180307113,316.5904366954134,316.87522569394,317.0650850262911,317.0650850262911,317.25494435864215,317.44480369099324
IL,1.3226938602901495,1.9840407904352242,1.9840407904352242,1.9840407904352242,2.645387720580299,3.9680815808704484,5.952122371305673,11.904244742611345,16.53367325362687,27.115224135948065,37.035428088124185,52.90775441160598,70.10277459537792,87.29779477914987,112.4289781246627,140.86689612090092,171.28885490757435,201.0494667641027,238.74624178237198,281.07244531165674,324.72134270123166,372.9996686018221,421.2779945024126,478.153830494889,537.0137072778007,601.1643595018729,672.5898279575409,736.7404801816132,904.7226004384622,913.3201105303482,1007.8927215410939,1101.8039856216944,1171.9067602170724,1236.7187593712897,1326.66194187102,1402.7168388377036,1480.7557765948222,1552.8425919806355,1616.9932442047077,1716.195283726469,1763.1509157667692,1797.540956134313,1816.7200171085203,1845.8192820349036,1876.902587751722,1900.0497303067996,1927.8263013728929,1948.32805620739,1973.459239552903,1993.9609943874002,2013.8014022917525,2032.3191163358147,2050.1754834497315,2065.3864628430683,2076.6293606555346,2091.1789931187263,2098.453809350322,2103.0832378613377,2112.3420948833686,2118.955564184819,2128.2144212068506,2136.8119312987365,2144.086747530332,2149.377522971493,2151.361563761928,2156.6523392030886,2160.620420783959,2166.5725431552646,2171.2019716662803,2173.8473593868607,2177.815440967731,2181.1221756184564,2183.1062164088917,2186.412951059617,2189.719685710342,2191.7037265007775,2196.333155011793,2200.3012365926634,2202.946624313244,2205.592012033824,2207.5760528242595,2208.8987466845497,2208.8987466845497,2210.22144054484,2211.5441344051296
IN,0.700501121593594,1.050751682390391,1.050751682390391,1.050751682390391,1.401002243187188,2.101503364780782,3.1522550471711734,6.304510094342347,8.756264019919925,14.360272992668678,19.614031404620633,28.020044863743763,37.12655944446048,46.23307402517721,59.542595335455495,74.60336944971776,90.71489524637043,106.4761704822263,126.44045244764372,148.85648833863874,171.97302535122734,197.54131628939354,223.1096072275597,253.23115545608425,284.4034553669992,318.3777597642885,356.20482033034256,390.1791247276319,479.1427671700183,483.6960244603767,533.7818546543186,583.5174342874639,620.6439937319243,654.9685486900105,702.6026249583748,742.8814394500065,784.2110056240285,822.3883167508794,856.3626211481687,908.9002052676883,933.7679950842609,951.9810242456944,962.1382905088014,977.5493151838605,994.01109154131,1006.2698611691978,1020.9803847226633,1031.838152107364,1045.1476734176424,1056.005440802343,1066.512957626247,1076.3199733285574,1085.7767384700708,1093.832501368397,1099.7867609019427,1107.4922732394723,1111.345029408237,1113.7967833338146,1118.7002911849697,1122.2027967929378,1127.106304644093,1131.6595619344512,1135.5123181032159,1138.3143225895903,1139.3650742719808,1142.167078758355,1144.268582123136,1147.420837170307,1149.8725910958847,1151.2735933390718,1153.3750967038527,1155.1263495078365,1156.177101190227,1157.928353994211,1159.679606798195,1160.7303584805854,1163.182112406163,1165.2836157709437,1166.6846180141308,1168.0856202573182,1169.1363719397084,1169.836873061302,1169.836873061302,1170.5373741828957,1171.2378753044893
KS,0.3032908028833406,0.45493620432501086,0.45493620432501086,0.45493620432501086,0.6065816057666812,0.9098724086500217,1.3648086129750325,2.729617225950065,3.7911350360417573,6.217461459108482,8.492142480733536,12.131632115333623,16.07441255281705,20.017192990300476,25.77971824508395,32.30047050707577,39.276158973392604,46.10020203826777,54.74398992044297,64.44929561270988,74.4578921078601,85.52800641310203,96.59812071834398,109.63962524232761,123.13606597063627,137.84566991047828,154.22337326617867,168.9329772060207,207.45090917220494,209.42229939094668,231.10759179710553,252.64123880182268,268.71565135463976,283.5769006959234,304.2006752919906,321.6398964577827,339.53405382789975,356.06340258504184,370.77300652488384,393.5198167411344,404.28664024349297,412.17220111845984,416.56991776026825,423.24231542370177,430.3696492914603,435.6772383419187,442.0463452024689,446.74735264716065,452.50987790194415,457.2108853466359,461.760247389886,466.0063186302528,470.10074446917787,473.5885887023363,476.1665605268447,479.50275935856143,481.1708587744198,482.2323765845115,484.3554122046949,485.8718662191116,487.994901839295,489.9662920580367,491.63439147389505,492.8475546854284,493.3024908897534,494.51565410128677,495.42552650993684,496.79033512291187,497.85185293300356,498.45843453877023,499.36830694742025,500.1265339546286,500.5814701589536,501.33969716616195,502.0979241733703,502.5528603776953,503.614378187787,504.524250596437,505.1308322022037,505.7374138079704,506.19235001229544,506.4956408151788,506.4956408151788,506.7989316180621,507.10222242094545
